LOCUS_ID	CATEGORY	TRAIT	CHR	BP	MARKER	GENE
285	Hematological	MCH	19	12982233	rs59252007	MAST1
285	Hematological	MCV	19	12993513	rs75921602	DNASE2,KLF1
286	Hematological	Plt	19	17238413	rs12982956	MYO9B
286	Hematological	MCHC	19	17246737	rs11086054	MYO9B
287	Blood pressure	MAP	19	19263938	rs58190593	MEF2B,MEF2BNB-MEF2B
287	Blood pressure	DBP	19	19260686	rs75746498	MEF2B,MEF2BNB-MEF2B
288	Hematological	RBC	19	33764862	rs10423902	SLC7A10,CEBPA
288	Hematological	Baso	19	33755084	rs7253959	SLC7A10,CEBPA
289	Protein	Alb	19	35553341	rs1688043	HPN-AS1
289	Protein	TP	19	35541248	rs10406943	HPN
290	Liver-related	AST	19	41333284	rs11878604	RAB4B-EGLN2,CYP2A6
290	Liver-related	ALT	19	41333284	rs11878604	RAB4B-EGLN2,CYP2A6
291	Hematological	MCV	19	44262545	rs346522	SMG9,KCNN4
291	Hematological	MCHC	19	44262545	rs346522	SMG9,KCNN4
292	Metabolic	TG	19	45413576	rs75627662	APOE
292	Metabolic	LDL-C	19	45408628	rs769446	APOE
292	Metabolic	HDL-C	19	45411941	rs429358	APOE
292	Metabolic	TC	19	45408628	rs769446	APOE
292	Other biochemical	CRP	19	45411941	rs429358	APOE
293	Metabolic	HbA1c	19	46159986	rs57601949	EML2,GIPR
293	Kidney-related	BUN	19	46182304	rs10423928	GIPR
294	Protein	Alb	19	50012574	rs34010237	MIR150,FCGRT
294	Metabolic	TC	19	50012574	rs34010237	MIR150,FCGRT
294	Protein	TP	19	50000009	rs2280401	RPS11
294	Liver-related	AST	19	50012574	rs34010237	MIR150,FCGRT
294	Protein	NAP	19	50000009	rs2280401	RPS11
295	Other biochemical	CK	19	54754385	rs2361796	LILRB5
295	Other biochemical	LDH	19	54763969	rs595872	LILRB5,LILRB2
296	Metabolic	LDL-C	20	39826079	rs56668103	ZHX3
296	Metabolic	TC	20	39826079	rs56668103	ZHX3
297	Blood pressure	MAP	20	42795152	rs6031431	JPH2
297	Blood pressure	SBP	20	42795152	rs6031431	JPH2
298	Metabolic	TG	20	44544798	rs76083992	PLTP,PCIF1
298	Metabolic	HDL-C	20	44544798	rs76083992	PLTP,PCIF1
299	Hematological	MCV	20	55990405	rs737092	RBM38,CTCFL
299	Hematological	MCH	20	55990405	rs737092	RBM38,CTCFL
300	Kidney-related	sCr	20	57463472	rs6026578	LOC101927932
300	Kidney-related	BUN	20	57463472	rs6026578	LOC101927932
300	Blood pressure	DBP	20	57472174	rs1407040	GNAS
300	Kidney-related	UA	20	57463472	rs6026578	LOC101927932
300	Blood pressure	MAP	20	57472174	rs1407040	GNAS
300	Kidney-related	eGFR	20	57463472	rs6026578	LOC101927932
301	Metabolic	HDL-C	21	46271452	rs235314	PTTG1IP
301	Liver-related	GGT	21	46271452	rs235314	PTTG1IP
302	Hematological	MCV	22	21969640	rs8137950	UBE2L3
302	Hematological	MCH	22	21984379	rs3747093	YDJC
302	Metabolic	HDL-C	22	21977047	rs7445	UBE2L3
302	Protein	NAP	22	21926456	rs140496	UBE2L3
303	Echocardiographic	FS	22	24161717	rs5760054	SMARCB1
303	Echocardiographic	LVDs	22	24178279	rs5760061	DERL3
303	Echocardiographic	EF	22	24178279	rs5760061	DERL3
304	Protein	AG	22	30539821	rs2412974	HORMAD2
304	Protein	NAP	22	30540590	rs2412975	HORMAD2
304	Other biochemical	CK	22	30522413	rs5763790	HORMAD2
305	Hematological	MCH	22	32873127	rs2142718	FBXO7
305	Hematological	MCV	22	32883282	rs3827335	FBXO7
306	Hematological	MCV	22	37462936	rs855791	TMPRSS6
306	Hematological	Hb	22	37462936	rs855791	TMPRSS6
306	Liver-related	TBil	22	37462936	rs855791	TMPRSS6
306	Hematological	Ht	22	37462936	rs855791	TMPRSS6
306	Hematological	MCH	22	37462936	rs855791	TMPRSS6
306	Hematological	MCHC	22	37462936	rs855791	TMPRSS6
307	Other biochemical	CK	22	40862120	rs9607721	MKL1
307	Kidney-related	eGFR	22	40892794	rs6001939	MKL1
307	Kidney-related	sCr	22	40877384	rs17001974	MKL1
308	Hematological	Plt	22	44330128	rs1977081	PNPLA3
308	Liver-related	AST	22	44324730	rs738408	PNPLA3
308	Hematological	MCH	22	44330031	rs1977080	PNPLA3
308	Hematological	MCV	22	44329275	rs2294433	PNPLA3
308	Liver-related	ALT	22	44324727	rs738409	PNPLA3
309	Hematological	Ht	22	46025042	rs9614727	LINC01589,ATXN10
309	Hematological	Hb	22	46025042	rs9614727	LINC01589,ATXN10
310	Hematological	RBC	22	50982539	rs131780	ODF3B,KLHDC7B
310	Hematological	MCV	22	50971266	rs140522	ODF3B
310	Hematological	MCH	22	50964862	rs131804	TYMP
311	Hematological	Ht	X	8879874	rs61642945	FAM9A,FAM9B
311	Kidney-related	eGFR	X	8912594	rs12845465	FAM9A,FAM9B
311	Hematological	Hb	X	8879874	rs61642945	FAM9A,FAM9B
311	Kidney-related	sCr	X	8912594	rs12845465	FAM9A,FAM9B
312	Electrolyte	Cl	X	71528360	rs2984348	CITED1,HDAC8
312	Electrolyte	Na	X	71528360	rs2984348	CITED1,HDAC8
313	Kidney-related	sCr	X	152875584	rs5987107	LOC105373383,DUSP9
313	Metabolic	HbA1c	X	152909756	rs188225138	DUSP9
313	Kidney-related	eGFR	X	152875584	rs5987107	LOC105373383,DUSP9
314	Liver-related	GGT	1	16510894	rs36086195	EPHA2,ARHGEF19
315	Electrolyte	P	1	21817085	rs1106357	NBPF3,ALPL
316	Liver-related	ALP	1	21905604	rs36053309	ALPL
317	Liver-related	GGT	1	23376541	rs10917347	KDM1A
318	Kidney-related	BUN	1	33886521	rs72660103	PHC2,ZSCAN20
319	Hematological	MCH	1	40037354	rs41264487	LOC101929516
320	Hematological	MCV	1	44488466	rs34282584	SLC6A9
321	Hematological	Plt	1	46211347	rs61784824	IPP
322	Electrolyte	Na	1	46505054	rs7538978	PIK3R3
323	Kidney-related	BUN	1	54848840	rs111900181	SSBP3
324	Metabolic	TC	1	55517301	rs45576433	PCSK9
325	Metabolic	LDL-C	1	56368037	rs147943615	MIR4422,PLPP3
326	Hematological	MCV	1	68152388	rs681673	GADD45A
327	Metabolic	HDL-C	1	93634590	rs6685271	TMED5
328	Metabolic	TG	1	93854517	rs2114273	DR1,FNBP1L
329	Other biochemical	PT	1	95250560	rs7521392	LINC01057
330	Hematological	Lym	1	101733457	rs77372977	S1PR1,LINC01307
331	Kidney-related	UA	1	145690472	rs12123298	NBPF10,NBPF20
332	Liver-related	GGT	1	154086512	rs111804060	NUP210L
333	Protein	AG	1	154373231	rs7553271	ATP8B2,IL6R
334	Other biochemical	CRP	1	154428283	rs12133641	IL6R
335	Hematological	Eosino	1	154941263	rs8191981	SHC1
336	Other biochemical	CK	1	156499551	rs137933779	IQGAP3
337	Hematological	Plt	1	156869714	rs12041331	PEAR1
338	Other biochemical	CRP	1	159681364	rs3093068	CRP
339	Protein	TP	1	161641384	chr1_161641384	FCGR2B
340	Hematological	Plt	1	171944242	rs6662263	DNM3
341	Liver-related	GGT	1	178513411	rs10913568	C1orf220
342	Liver-related	AST	1	183802259	rs2491441	RGL1
343	Liver-related	GGT	1	200261014	rs10919882	NR5A2,LINC00862
344	Hematological	MCH	1	205247160	rs1172135	TMCC2,NUAK2
345	Hematological	Baso	1	205642390	rs4951254	SLC45A3
346	Liver-related	ALP	1	220970028	rs2642438	01-Mar
347	Hematological	Plt	1	226551529	rs752307	PARP1
348	Hematological	MCV	2	8756183	rs6730558	LOC101929567,ID2-AS1
349	Metabolic	TG	2	21215645	rs12992267	LDAH,APOB
350	Liver-related	ALT	2	37149498	rs11124554	STRN
351	Hematological	RBC	2	43421461	rs12614953	LOC102723854,ZFP36L2
352	Hematological	MCHC	2	48690596	rs4497915	PPP1R21
353	Kidney-related	UA	2	61451744	rs7570707	USP34
354	Metabolic	TC	2	62983213	rs12713468	EHBP1
355	Hematological	MCV	2	64928603	rs12471768	SERTAD2,LOC101927438
356	Liver-related	GGT	2	66073552	rs871537	SPRED2,MIR4778
357	Protein	TP	2	100759477	rs11692867	AFF3
358	Protein	AG	2	102709482	rs71415340	IL1R1
359	Hematological	Eosino	2	102963072	rs6543119	IL1RL1
360	Electrolyte	K	2	122113140	rs12465752	CLASP1
361	Electrolyte	Cl	2	122362878	rs4848713	CLASP1
362	Other biochemical	CK	2	127865100	rs13032148	BIN1
363	Liver-related	ALP	2	135005277	rs2593704	MIR3679,MGAT5
364	Hematological	Baso	2	145324977	rs16823866	LINC01412
365	Other biochemical	CK	2	152500449	rs13013209	NEB
366	Hematological	WBC	2	160677375	rs12052715	LY75,LY75-CD302
367	Electrolyte	Na	2	162582254	rs4664048	SLC4A10
368	Kidney-related	eGFR	2	163097970	rs3788967	FAP
369	Metabolic	BS	2	173592663	rs1349497	RAPGEF4-AS1
370	Hematological	Lym	2	181985765	rs13011751	UBE2E3,LOC101927156
371	Liver-related	GGT	2	192057406	rs7579443	STAT4,MYO1B
372	Hematological	Eosino	2	213836206	rs13022407	MIR4776-2,IKZF2
373	Electrolyte	Na	2	224512860	rs7557395	SCG2,AP1S3
374	Electrolyte	Ca	2	234271522	rs34339006	DGKD
375	Liver-related	TBil	2	234671462	rs28946889	UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9
376	Blood pressure	MAP	2	240208154	rs2048765	HDAC4
377	Hematological	Baso	3	3205142	rs3804785	CRBN
378	Electrolyte	Ca	3	4628541	rs4685771	ITPR1
379	Liver-related	GGT	3	4909440	rs2053500	ITPR1,BHLHE40-AS1
380	Other biochemical	CK	3	12840934	rs6810325	CAND2
381	Hematological	MCV	3	20105426	rs2948097	KAT2B
382	Hematological	Lym	3	28272478	rs56365817	LOC100996624,CMC1
383	Hematological	Eosino	3	33087395	rs35480293	GLB1
384	Hematological	MCHC	3	38187994	rs172111	MYD88,OXSR1
385	Hematological	Mono	3	42907112	rs2228468	ACKR2
386	Hematological	Mono	3	46383922	rs62242983	CCR3,CCR2
387	Hematological	WBC	3	47001990	rs7628747	CCDC12
388	Kidney-related	UA	3	53099466	rs6445559	SFMBT1,RFT1
389	Hematological	Plt	3	56849749	rs1354034	ARHGEF3
390	Kidney-related	BUN	3	66817541	rs142177694	LRIG1,KBTBD8
391	Protein	AG	3	118214106	rs9880522	LINC00901,IGSF11
392	Electrolyte	Ca	3	122009175	rs4678176	CASR,CSTA
393	Protein	Alb	3	122617881	rs7647957	LOC100129550,SEMA5B
394	Hematological	MCH	3	178883908	rs1517586	PIK3CA
395	Hematological	Plt	3	184090266	rs6141	THPO
396	Kidney-related	BUN	3	187709973	rs9859787	BCL6,LPP-AS2
397	Hematological	Baso	3	194138782	rs73069193	ATP13A3
398	Hematological	MCHC	3	195807625	rs3804139	TFRC
399	Kidney-related	UA	4	9985376	rs7679724	SLC2A9
400	Hematological	MCV	4	15603069	rs1134634	CC2D2A
401	Hematological	Lym	4	38452580	rs73243398	LINC01258
402	Hematological	Plt	4	48782249	rs58185614	FRYL
403	Hematological	Plt	4	53048611	rs74887316	SPATA18,USP46
404	Blood pressure	PP	4	54796220	rs11725926	LOC100506444,RPL21P44
405	Other biochemical	CK	4	79589045	rs10007186	LINC01094
406	Hematological	MCH	4	79830674	rs28410307	BMP2K
407	Hematological	RBC	4	83916644	rs6845791	LIN54
408	Hematological	Lym	4	106087822	rs10022109	TET2
409	Hematological	MCV	4	122687238	rs13108419	PP12613
410	Hematological	RBC	4	145042250	rs4240356	GYPA
411	Other biochemical	Fbg	4	155475249	rs72679199	PLRG1,FGB
412	Other biochemical	APTT	4	187200550	rs56810541	F11
413	Hematological	MCHC	5	1080134	rs56287436	SLC12A7
414	Kidney-related	eGFR	5	3595978	rs6420041	IRX1
415	Protein	NAP	5	14647108	rs3853119	FAM105A,SNORD141A
416	Liver-related	GGT	5	31024853	rs1392428	LOC101929681,CDH6
417	Liver-related	AST	5	39424628	rs1818782	DAB2
418	Other biochemical	CK	5	39659442	rs147140551	LOC101926940,LINC00603
419	Protein	TP	5	52087852	rs6879147	ITGA1,PELO
420	Liver-related	GGT	5	52193125	rs4074793	ITGA1
421	Liver-related	ALT	5	56087899	rs144983009	C5orf67,MAP3K1
422	Hematological	Plt	5	60797758	rs78922867	ZSWIM6
423	Hematological	MCHC	5	72154569	rs34664	TNPO1
424	Kidney-related	BUN	5	72441814	rs62363475	TMEM171,TMEM174
425	Metabolic	LDL-C	5	74639178	rs3846661	HMGCR
426	Metabolic	TC	5	74909972	rs11748027	ANKDD1B
427	Liver-related	ALP	5	81723032	rs73766540	ATP6AP1L,MIR3977
428	Hematological	Eosino	5	131884894	rs2078387	IL5,RAD50
429	Other biochemical	CK	5	139716988	rs2237078	HBEGF
430	Hematological	Plt	5	141518653	rs6881942	NDFIP1
431	Liver-related	GGT	5	156743083	rs56686215	CYFIP2
432	Other biochemical	CK	5	157954371	rs6871959	LOC101927697,EBF1
433	Protein	NAP	5	158347771	rs77695390	EBF1
434	Hematological	Plt	5	159620492	rs4543312	FABP6
435	Hematological	Plt	5	177610211	rs11957129	NHP2,GMCL1P1
436	Hematological	Plt	6	22111148	rs3736675	CASC15
437	Liver-related	ALP	6	24463020	rs17300770	GPLD1
438	Kidney-related	UA	6	25813150	rs1165196	SLC17A1
439	Hematological	RBC	6	28187466	rs138854355	TOB2P1
440	Protein	AG	6	29671328	rs114180431	ZFP57,HLA-F
441	Protein	NAP	6	29826962	rs142014154	HLA-G,HLA-H
442	Kidney-related	sCr	6	31099239	rs143933372	PSORS1C1
443	Hematological	Hb	6	31141970	rs116834467	PSORS1C3
444	Hematological	Neutro	6	31272553	rs115681968	HLA-C,HLA-B
445	Hematological	Eosino	6	31350303	rs114965247	HLA-B,MICA
446	Liver-related	AST	6	32191339	rs115695709	NOTCH4
447	Other biochemical	LDH	6	32339840	rs116316977	C6orf10
448	Electrolyte	Cl	6	32411523	rs116817194	HLA-DRA
449	Hematological	RBC	6	32693506	rs116577252	HLA-DQB1,HLA-DQA2
450	Hematological	Plt	6	33546930	rs210143	BAK1
451	Electrolyte	P	6	33705355	rs73743323	IP6K3
452	Liver-related	ALT	6	33860843	rs185355701	LINC01016
453	Kidney-related	eGFR	6	34225075	rs9368805	C6orf1,RPS10-NUDT3
454	Kidney-related	sCr	6	34371707	rs6935129	RPS10-NUDT3
455	Hematological	WBC	6	36353934	rs9368924	ETV7
456	Hematological	Plt	6	36431499	rs77660021	KCTD20
457	Metabolic	BS	6	39033595	rs3765467	GLP1R
458	Kidney-related	sCr	6	41673580	rs35985639	TFEB
459	Protein	TP	6	42481993	rs6921029	TRERF1,UBR2
460	Kidney-related	BUN	6	50788778	rs3798519	TFAP2B
461	Hematological	Plt	6	52717765	rs146253696	GSTA5,GSTA3
462	Liver-related	GGT	6	53903152	rs9637973	MLIP
463	Kidney-related	sCr	6	54003052	rs142516820	MLIP
464	Other biochemical	CK	6	105583872	rs78139700	BVES
465	Hematological	Baso	6	109703027	rs12208785	CD164
466	Protein	TP	6	117282115	rs783653	RFX6,VGLL2
467	Other biochemical	CK	6	117523671	rs2693560	RFX6,VGLL2
468	Kidney-related	BUN	6	127451665	rs1936806	RSPO3
469	Electrolyte	P	6	132086493	rs17060705	ENPP3,MIR548H5
470	Liver-related	GGT	6	158484904	rs141160611	SYNJ2
471	Kidney-related	BUN	6	166417218	rs300132	LINC00602,T
472	Protein	AG	6	167539805	rs3093018	CCR6
473	Protein	NAP	6	168287620	rs62427705	MLLT4
474	Hematological	Mono	7	6504240	rs73057397	KDELR2
475	Metabolic	BS	7	15065612	rs1558318	DGKB,AGMO
476	Protein	NAP	7	17563650	rs17137805	LOC101927630
477	Blood pressure	PP	7	19052733	rs57301765	HDAC9,TWIST1
478	Hematological	Eosino	7	20544739	rs9986877	ITGB8,ABCB5
479	Metabolic	TG	7	25987129	rs4389834	NPVF,MIR148A
480	Liver-related	ALT	7	28179258	rs13247499	JAZF1
481	Blood pressure	PP	7	40460129	rs12538229	SUGCT
482	Blood pressure	PP	7	46007683	rs60461751	IGFBP3,TNS3
483	Liver-related	ALT	7	55937441	rs7803882	SEPT14,ZNF713
484	Electrolyte	Ca	7	77508633	rs62462685	PHTF2
485	Metabolic	HDL-C	7	80342775	rs189213544	CD36,SEMA3C
486	Liver-related	ALT	7	87079406	rs2109505	ABCB4
487	Hematological	RBC	7	92348316	rs73406759	CDK6
488	Hematological	MCH	7	92635973	rs17700466	LOC101927497,SAMD9
489	Hematological	MCV	7	92682609	rs739385	LOC101927497,SAMD9
490	Liver-related	GGT	7	97826232	rs1495525	LMTK2
491	Hematological	Plt	7	99252179	rs12333599	CYP3A5
492	Hematological	Plt	7	106367636	rs67036916	CCDC71L,PIK3CG
493	Blood pressure	PP	7	106405642	rs12705389	CCDC71L,PIK3CG
494	Liver-related	ALP	7	107304833	rs117047270	SLC26A4
495	Liver-related	GGT	7	116438511	rs41741	MET
496	Kidney-related	sCr	7	155672649	rs898696	SHH,LOC389602
497	Metabolic	TG	8	18273300	rs1495743	NAT2,PSD3
498	Hematological	MCV	8	30401367	rs2915594	RBPMS
499	Hematological	MCV	8	42344238	rs4368963	SLC20A2
500	Hematological	MCHC	8	42392942	rs1901282	SLC20A2
501	Hematological	WBC	8	56800362	rs11776339	LYN
502	Liver-related	ALP	8	71108548	rs10091910	NCOA2
503	Kidney-related	UA	8	76462547	rs1828911	HNF4G
504	Kidney-related	UA	8	95975080	rs7835379	TP53INP1,NDUFAF6
505	Hematological	MCH	8	98720757	rs149211171	MTDH
506	Hematological	Plt	8	106572270	rs2343592	ZFPM2
507	Hematological	Plt	8	116546531	rs62859560	TRPS1
508	Metabolic	HDL-C	8	116575459	rs3808447	TRPS1
509	Metabolic	TC	8	116663898	rs2737252	TRPS1
510	Hematological	Baso	8	119113134	rs7008536	EXT1
511	Liver-related	ALP	8	119959925	rs11573824	TNFRSF11B
512	Hematological	Neutro	8	130557032	rs75418630	CCDC26
513	Hematological	Eosino	8	130651646	rs4562281	CCDC26
514	Metabolic	BS	9	4285119	rs57884925	GLIS3
515	Hematological	Plt	9	4763176	rs385893	AK3,RCL1
516	Liver-related	ALT	9	6665010	rs1658972	GLDC,KDM4C
517	Liver-related	AST	9	33117965	rs7865362	B4GALT1
518	Other biochemical	CK	9	34243684	rs961183	UBAP1
519	Hematological	Plt	9	91476600	rs2316806	MIR4289,C9orf47
520	Liver-related	TBil	9	93980558	rs56049491	AUH
521	Other biochemical	LDH	9	95883785	rs7033638	NINJ1
522	Hematological	Plt	9	99087217	rs58088508	SLC35D2
523	Liver-related	ALP	9	104219175	rs2183745	ALDOB,TMEM246-AS1
524	Protein	Alb	9	112230898	rs111960097	PTPN3
525	Hematological	Mono	9	113912553	rs10980797	LPAR1,MIR7702
526	Blood pressure	PP	9	118351011	rs7859905	DEC1,LOC101928775
527	Metabolic	HDL-C	9	123631225	rs7847628	PHF19
528	Electrolyte	Ca	9	129294954	rs13301969	MVB12B,LMX1B
529	Liver-related	GGT	9	131466489	rs13289095	PKN3
530	Hematological	WBC	9	139235415	rs60980157	GPSM1
531	Electrolyte	Ca	10	9296650	rs12780111	LOC101928272
532	Metabolic	HbA1c	10	12253597	rs12221133	CDC123
533	Liver-related	AST	10	18222342	rs10827785	MRC1,SLC39A12
534	Kidney-related	BUN	10	43838342	rs2493661	RASGEF1A,FXYD4
535	Hematological	RBC	10	46069436	rs112297763	08-Mar
536	Electrolyte	Ca	10	50452677	rs11101061	C10orf128,C10orf71-AS1
537	Hematological	Eosino	10	64397538	rs16917546	ZNF365
538	Metabolic	TG	10	64988931	rs7916868	JMJD1C
539	Hematological	Plt	10	65365385	rs1896995	REEP3
540	Hematological	WBC	10	73520632	rs3747869	C10orf54
541	Metabolic	TC	10	74665524	rs78295286	OIT3
542	Metabolic	LDL-C	10	74692646	rs41280378	OIT3
543	Echocardiographic	LVDd	10	75757702	rs3812625	VCL
544	Liver-related	GGT	10	79636161	rs11002319	DLG5
545	Liver-related	ALT	10	79680514	rs754465	DLG5
546	Kidney-related	UA	10	88908912	rs11202346	FAM35A
547	Hematological	Baso	10	89656156	rs741804	PTEN
548	Metabolic	HbA1c	10	94466439	rs12219514	HHEX,EXOC6
549	Liver-related	ALT	10	98460581	rs45587331	PIK3AP1
550	Liver-related	AST	10	101132282	rs10509735	CNNM1
551	Other biochemical	CK	10	101829514	rs61751507	CPN1
552	Hematological	RBC	10	103165587	rs142108859	BTRC
553	Hematological	WBC	10	104348694	rs35879747	SUFU
554	Hematological	Plt	10	111992222	rs17127170	MXI1
555	Protein	NAP	10	112268801	rs17127481	DUSP5
556	Liver-related	ALT	10	113949664	rs10787429	GPAM,TECTB
557	Metabolic	HbA1c	10	114754088	rs7901695	TCF7L2
558	Kidney-related	UA	10	119482303	rs1886603	EMX2,RAB11FIP2
559	Metabolic	HDL-C	10	122898697	rs2257129	MIR5694,FGFR2
560	Other biochemical	CK	10	126610909	rs116924819	FAM175B,ZRANB1
561	Liver-related	ALP	11	296255	rs12277152	ATHL1
562	Liver-related	TBil	11	2942593	rs1661052	SLC22A18
563	Electrolyte	Ca	11	4113200	rs3750996	STIM1
564	Hematological	MCH	11	4151296	rs7947605	RRM1
565	Liver-related	ALP	11	8826071	rs78406497	LOC102724784
566	Kidney-related	UA	11	9857749	rs2220970	SBF2
567	Echocardiographic	FS	11	20370206	rs11025521	DBX1,HTATIP2
568	Other biochemical	CK	11	22221784	rs76854597	ANO5
569	Electrolyte	Cl	11	27749725	rs1491850	BDNF,KIF18A
570	Liver-related	GGT	11	34764919	rs4756168	EHF,APIP
571	Other biochemical	PT	11	46741495	rs2070850	F2
572	Kidney-related	sCr	11	47282024	rs2279238	NR1H3
573	Hematological	WBC	11	47454152	rs4237543	PSMC3,RAPSN
574	Kidney-related	eGFR	11	47581443	rs11039297	CELF1,PTPMT1
575	Liver-related	GGT	11	62199817	rs17157266	SCGB1A1,AHNAK
576	Kidney-related	UA	11	64424967	rs57633992	NRXN2
577	Hematological	MCH	11	66529963	rs147974484	C11orf80
578	Hematological	Baso	11	69689681	rs150876292	FGF3,LOC101928443
579	Protein	TP	11	72805862	rs11235654	FCHSD2
580	Metabolic	HDL-C	11	75460669	rs11236520	MOGAT2,LOC283214
581	Hematological	Eosino	11	76293070	rs7114362	EMSY,LRRC32
582	Other biochemical	LDH	11	79833287	rs1528632	TENM4,LOC101928944
583	Blood pressure	PP	11	89224453	rs2289125	NOX4
584	Hematological	Baso	11	89875437	rs11018874	NAALAD2
585	Metabolic	HbA1c	11	92708710	rs10830963	MTNR1B
586	Liver-related	ALP	11	118488782	rs11216930	PHLDB1
587	Protein	NAP	11	118567733	rs481903	TREH,DDX6
588	Protein	AG	11	118754314	rs11574667	CXCR5
589	Hematological	Plt	11	119077003	rs7108857	CBL
590	Hematological	MCHC	11	122939340	rs7933208	HSPA8,CLMP
591	Liver-related	ALP	11	126275960	rs10893506	ST3GAL4
592	Hematological	Baso	11	128562098	rs695113	SENCR
593	Kidney-related	eGFR	12	343632	rs11062070	SLC6A13
594	Liver-related	ALP	12	570840	rs7966590	B4GALNT3
595	Hematological	Plt	12	740009	rs34038797	NINJ2
596	Hematological	RBC	12	2523772	rs16929368	CACNA1C
597	Electrolyte	P	12	4535781	rs12368351	FGF23,FGF6
598	Hematological	MCHC	12	7071129	rs113837888	PTPN6
599	Other biochemical	APTT	12	7166770	rs7962629	LPCAT3,C1S
600	Other biochemical	LDH	12	7561028	rs12316441	CD163L1
601	Other biochemical	CK	12	7698060	rs10845402	CD163,APOBEC1
602	Hematological	Lym	12	9888762	rs10844639	CLECL1,CD69
603	Electrolyte	P	12	12163683	rs3903005	ETV6,BCL2L14
604	Protein	Alb	12	13274823	rs76024129	GSG1,EMP1
605	Liver-related	TBil	12	21024862	rs73233620	SLCO1B3
606	Hematological	Plt	12	29435675	rs1006409	LOC100506606
607	Metabolic	HbA1c	12	31466613	rs147538848	FAM60A
608	Liver-related	GGT	12	53274674	rs2682302	KRT78,KRT8
609	Hematological	Plt	12	54712308	rs10876550	NFE2,COPZ1
610	Hematological	Plt	12	56985558	rs2950389	RBMS2
611	Hematological	RBC	12	57151329	rs2958137	PRIM1,HSD17B6
612	Hematological	Ht	12	59610027	rs17636351	LRIG3,SLC16A7
613	Hematological	Baso	12	66671779	rs7315361	IRAK3,HELB
614	Electrolyte	Ca	12	90095797	rs11105380	ATP2B1,LINC00936
615	Hematological	Plt	12	93883139	rs10431427	MRPL42
616	Metabolic	LDL-C	12	100942077	rs75061399	NR1H4
617	Protein	TP	12	111939547	rs2238153	ATXN2
618	Hematological	Plt	12	111974823	rs619010	ATXN2
619	Hematological	Plt	12	120670966	rs12581983	PXN
620	Hematological	MCV	12	121176549	rs487915	ACADS
621	Liver-related	TBil	12	125308682	rs10846742	SCARB1
622	Metabolic	BS	13	28510712	rs4581570	PDX1,ATP5EP2
623	Hematological	Mono	13	28641571	rs9551434	FLT3
624	Hematological	Mono	13	41002641	rs1892548	LINC00598
625	Liver-related	ALP	13	43189225	rs9533177	TNFSF11,FAM216B
626	Other biochemical	CK	13	74105189	rs9600129	KLF5,LINC00392
627	Liver-related	ALP	13	95279505	rs9524568	GPR180
628	Hematological	Plt	13	95899716	rs4148435	ABCC4
629	Kidney-related	BUN	13	99438618	rs9517448	SLC15A1,DOCK9
630	Protein	NAP	13	108935689	rs16972222	TNFSF13B
631	Hematological	Plt	13	110489152	rs11618989	IRS2,LINC00396
632	Kidney-related	eGFR	13	111064526	rs1536622	COL4A2
633	Other biochemical	PT	13	113772707	rs6041	F7
634	Other biochemical	CK	14	33175100	rs1279143	AKAP6
635	Other biochemical	CK	14	35808262	rs10162508	PSMA6,NFKBIA
636	Metabolic	HDL-C	14	52436005	rs76213020	GNG2
637	Metabolic	TG	14	52511911	rs75766425	NID2
638	Other biochemical	CK	14	55255673	rs11431	SAMD4A
639	Hematological	MCHC	14	65520616	rs7158239	CHURC1-FNTB,FNTB,MAX
640	Hematological	Plt	14	69396389	rs3784138	ACTN1
641	Electrolyte	Na	14	93799221	rs2273640	BTBD7
642	Hematological	Plt	14	101172542	rs9635298	LINC00523,DLK1
643	Hematological	MCV	14	102783508	rs4906190	ZNF839
644	Hematological	Mono	14	103835128	rs12898000	EIF5,MARK3
645	Hematological	Plt	14	105708289	rs2816648	BRF1
646	Liver-related	GGT	15	39932972	rs72725097	FSIP1
647	Hematological	Mono	15	42242888	rs57556178	EHD4
648	Hematological	Baso	15	50392821	rs11857230	ATP8B4
649	Electrolyte	Ca	15	50984644	rs12901379	TRPM7,SPPL2A
650	Electrolyte	K	15	51150914	rs1290083	SPPL2A,AP4E1
651	Liver-related	ALP	15	51576385	rs2445752	CYP19A1
652	Metabolic	LDL-C	15	58692681	rs56903760	AQP9,LIPC
653	Liver-related	GGT	15	60883281	rs339969	RORA-AS1
654	Kidney-related	BUN	15	61190011	rs17237465	RORA
655	Hematological	Plt	15	65187874	rs1522744	PLEKHO2,ANKDD1A
656	Hematological	RBC	15	65734040	rs627804	IGDCC4,DPP8
657	Electrolyte	Ca	15	69611167	rs7179475	PAQR5
658	Liver-related	GGT	15	73986264	rs12594627	CD276
659	Protein	Alb	15	75060413	rs79755028	CYP1A2,CSK
660	Metabolic	HbA1c	15	77799657	rs4886869	HMG20A,LINGO1
661	Other biochemical	CK	15	85200754	rs2292462	NMB
662	Blood pressure	SBP	15	85464630	rs1451538	SLC28A1
663	Blood pressure	SBP	15	91416550	rs17514846	FURIN
664	Protein	AG	16	6090090	rs7189627	RBFOX1
665	Protein	AG	16	28847246	rs12928404	ATXN2L
666	Protein	NAP	16	28964716	rs62037423	NFATC2IP
